filename,text,type,slug
"Cámara_Fotográfica.mp4","Cámara Fotográfica","word","camara-fotografica"
"Aparato_que_permite_recoger_imágenes_para_convertirlas_en_fotografías.mp4","Aparato que permite recoger imágenes para convertirlas en fotografías.","definition","camara-fotografica"
"Lleva_la_cámara_fotográfica_al_paseo.mp4","Lleva la cámara fotográfica al paseo.","example","camara-fotografica"
"Cuidar.m4v","Cuidar","word","cuidar"
"Proteger,_vigilar_algo_o_a_alguien.m4v","Proteger, vigilar algo o a alguien.","definition","cuidar"
"Había_un_pajarito_pequeño_muy_delicado._Lo_coloqué_en_una_caja_con_luz_y_lo_cuidé.m4v","Había un pajarito pequeño muy delicado. Lo coloqué en una caja con luz y lo cuidé.","example","cuidar"
"Confundido.m4v","Confundido","word","confundido"
"Que_se_encuentra_en_una_situación_de_desconcierto,_inseguridad_o_duda.m4v","Que se encuentra en una situación de desconcierto, inseguridad o duda.","definition","confundido"
"Estoy_haciendo_el_cálculo_en_la_tarea_de_matemáticas,_pero_estoy_confundido.m4v","Estoy haciendo el cálculo en la tarea de matemáticas, pero estoy confundido.","example","confundido"
"Cama.mp4","Cama","word","cama"
"Mueble_del_hogar_sobre_el_que_se_coloca_un_colchón_y_sirve_para_dormir_acostado_sobre_él.mp4","Mueble del hogar sobre el que se coloca un colchón y sirve para dormir acostado sobre él.","definition","cama"
"En_el_hotel,_la_familia_cuenta_con_una_cama_doble_y_dos_sencillas.mp4","En el hotel, la familia cuenta con una cama doble y dos sencillas.","example","cama"
"Catorce.m4v","Catorce","word","catorce"
"Diez_y_cuatro.m4v","Diez y cuatro.","definition","catorce"
"En_la_clase,_el_profesor_avisa_a_los_estudiantes_que_deben_medir_catorce_centímetros._El_estudiante_mide_con_la_regla_y_le_queda_perfecto.m4v","En la clase, el profesor avisa a los estudiantes que deben medir catorce centímetros. El estudiante mide con la regla y le queda perfecto.","example","catorce"
"Cárcel.m4v","Cárcel","word","carcel"
"Lugar_donde_se_priva_de_libertad_a_las_personas_que_han_cometido_un_delito.m4v","Lugar donde se priva de libertad a las personas que han cometido un delito.","definition","carcel"
"Un_juez_ordenó_que_los_dos_ladrones_fueran_seis_años_a_la_cárcel.m4v","Un juez ordenó que los dos ladrones fueran seis años a la cárcel.","example","carcel"
"Cuadro.mp4","Cuadro","word","cuadro"
"Pintura,_dibujo_o_grabado_hecho_sobre_tela,_papel_o_madera,_generalmente_enmarcado_para_colgarlo_en_la_pared.mp4","Pintura, dibujo o grabado hecho sobre tela, papel o madera, generalmente enmarcado para colgarlo en la pared.","definition","cuadro"
"El_dibujo_de_ese_cuadro_es_de_un_pintor_famoso.mp4","El dibujo de ese cuadro es de un pintor famoso.","example","cuadro"
"Corbata.mp4","Corbata","word","corbata"
"Prenda_de_vestir,_tira_de_tela_que_se_coloca_alrededor_del_cuello_de_la_camisa_y_se_ata_con_un_nudo_dejándola_caer_por_delante.mp4","Prenda de vestir, tira de tela que se coloca alrededor del cuello de la camisa y se ata con un nudo dejándola caer por delante.","definition","corbata"
"La_reunión_es_muy_importante._Pienso_que_debo_colocarme_corbata_para_quedar_elegante_y_presentarme_en_forma_perfecta.mp4","La reunión es muy importante. Pienso que debo colocarme corbata para quedar elegante y presentarme en forma perfecta.","example","corbata"
"Cerca.m4v","Cerca","word","cerca"
"A_poca_distancia.m4v","A poca distancia.","definition","cerca"
"Cerca_de_mi_casa_hay_un_restaurante,_donde_venden_un_pescado_delicioso.m4v","Cerca de mi casa hay un restaurante, donde venden un pescado 
delicioso.","example","cerca"
"Comedor.mp4","Comedor","word","comedor"
"Habitación_en_la_que_se_come_en_una_casa,_un_hotel,_un_edificio,_etc.mp4","Habitación en la que se come en una casa, un hotel, un edificio, etc.","definition","comedor"
"Mi_novia_me_invitó_a_comer,_y_a_donde_fuimos_el_comedor_era_grande,_fuera_de_lo_común_y_muy_elegante.mp4","Mi novia me invitó a comer, y a donde fuimos el comedor era grande, fuera de lo común y muy elegante.","example","comedor"
"Calculadora.mp4","Calculadora","word","calculadora"
"Aparato_electrónico_que_realiza_operaciones_matemáticas.mp4","Aparato electrónico que realiza operaciones matemáticas.","definition","calculadora"
"La_señora_cuando_va_al_mercado,_saca_la_cuenta_de_las_compras_con_la_calculadora.mp4","La señora cuando va al mercado, saca la cuenta de las compras con la calculadora.","example","calculadora"
"Cafetería.m4v","Cafetería","word","cafeteria"
"Establecimiento_donde_se_sirve_principalmente_café_y_otras_bebidas_y_alimentos_ligeros.m4v","Establecimiento donde se sirve principalmente café y otras bebidas y alimentos ligeros.","definition","cafeteria"
"Yo_estaba_conversando_con_unas_personas_sordas._De_pronto,_me_dio_hambre,_buscó_un_lugar_y_les_dije_a_los_sordos_¿Vamos_a_la_cafetería_Nos_fuimos.m4v","Yo estaba conversando con unas personas sordas. De pronto, me dio hambre, buscó un lugar y les dije a los sordos: ""¿Vamos a la cafetería? Nos fuimos.","example","cafeteria"
"Cuchara.mp4","Cuchara","word","cuchara"
"Utensilio_de_cocina_formado_por_una_paleta_cóncava_y_un_mango_que_sirve_para_llevarse_a_la_boca_líquidos_o_alimentos_blandos.mp4","Utensilio de cocina formado por una paleta cóncava y un mango que sirve para llevarse a la boca líquidos o alimentos blandos.","definition","cuchara"
"Cuando_me_trajeron_el_plato_de_sopa,_no_encontré_la_cuchara,_así_que_pedí_que_me_trajeran_una_cuchara.mp4","Cuando me trajeron el plato de sopa, no encontré la cuchara, así que pedí que me trajeran una cuchara.","example","cuchara"
"Casa.m4v","Casa","word","casa"
"Construcción_destinada_a_vivienda.m4v","Construcción destinada a vivienda.","definition","casa"
"Me_siento_al_frete_de_mí__casa_y_miro_detenidamente_un_bosque,_un_lago_y_pájaros_volando.m4v","Me siento al frete de mí  casa y miro detenidamente un bosque, un lago y pájaros volando.","example","casa"
"Celoso.m4v","Celoso","word","celoso"
"Sospecha_o_inquietud_ante_la_posibilidad_de_que_la_persona_amada_no_preste_atención_en_favor_de_otra.m4v","Sospecha o inquietud ante la posibilidad de que la persona amada no preste atención en favor de otra.","definition","celoso"
"Yo_no_puedo_salir_de_la_casa_con_mis_amigos_porque_mi_esposa_es_muy_celosa._Me_toca_quedarme_en_la_casa_aburrido.m4v","Yo no puedo salir de la casa con mis amigos porque mi esposa es muy celosa. Me toca quedarme en la casa aburrido.","example","celoso"
"Computador.mp4","Computador","word","computador"
"Máquina_que_procesa_información_automáticamente_mediante_operaciones_matemáticas_y_lógicas_controladas_por_programas_informáticos.mp4","Máquina que procesa información automáticamente mediante operaciones matemáticas y lógicas controladas por programas informáticos.","definition","computador"
"El_profesor_me_dice_que_no_puedo_escribir_a_mano,_que_debo_digita_toda_la_información_en_el_computador.mp4","El profesor me dice que no puedo escribir a mano, que debo digita toda la información en el computador.","example","computador"
"Chaqueta.mp4","Chaqueta","word","chaqueta"
"Prenda_de_vestir,_con_mangas_y_abierta_por_delante,_que_llega_hasta_la_cintura.mp4","Prenda de vestir, con mangas y abierta por delante, que llega hasta la cintura.","definition","chaqueta"
"Una_persona_va_al_centro_comercial,_entra_y_ve_un_almacén_donde_hay_chaquetas_baratas.mp4","Una persona va al centro comercial, entra y ve un almacén donde hay chaquetas baratas.","example","chaqueta"
"Comulgar.m4v","Comulgar","word","comulgar"
"Entre_los_católicos,_recibir_el_sacramento_de_la_comunión,_es_decir_que_simbólicamente_se_bebe_la_sangre_y_se_come_la_carne_de_Cristo.m4v","Entre los católicos, recibir el sacramento de la comunión, es decir que simbólicamente se bebe la sangre y se come la carne de Cristo.","definition","comulgar"
"A_la_iglesia_llega_una_gran_cantidad_de_jóvenes_vestidos_de_forma_elegante_con_corbata,_en_su_brazo_llevan_un_moño_y_en_su_mano_un_cirio._Hacen_una_fila_de_manera_organizada,_cuando_llegan_donde_el.m4v","A la iglesia llega una gran cantidad de jóvenes vestidos de forma elegante con corbata, en su brazo llevan un moño y en su mano un cirio. Hacen una fila de manera organizada, cuando llegan donde el sacerdote, este les da la ostia y los bendice. Muy contentos se llevan la ostia a la boca y comulgan por primera vez.","example","comulgar"
"Personas_que_han_contraído_matrimonio_y_la_relación_que_se_establece_de_una_persona_respecto_a_la_otra.m4v","Personas que han contraído matrimonio y la relación que se establece de una persona respecto a la otra.","definition","casarse"
"Ella_vivía_con_su_familia_en_Palmira,_se_despidió_de_sus_padres_y_se_trasladó_con_su_esposo_a_vivir_en_Cali.m4v","Ella vivía con su familia en Palmira, se despidió de sus padres y se trasladó con su esposo a vivir en Cali.","example","casarse"
"Cementerio.m4v","Cementerio","word","cementerio"
"Lugar_en_donde_se_entierra_a_las_personas_muertas.m4v","Lugar en donde se entierra a las personas muertas.","definition","cementerio"
"Hoy_es_un_día_especial,_en_familia_vamos_a_visitar_la_tumba_de_la_abuela_en_el_cementerio,_me_acuerdo_que_hace_un_año_que_la_trajimos.m4v","Hoy es un día especial, en familia vamos a visitar la tumba de la abuela en el cementerio, me acuerdo que hace un año que la trajimos.","example","cementerio"
"Creer.m4v","Creer","word","creer"
"Tener_por_verdadero,_posible_o_probable_algo_que_no_está_comprobado_o_de_lo_que_no_se_tiene_certeza.m4v","Tener por verdadero, posible o probable algo que no está comprobado o de lo que no se tiene certeza","definition","creer"
"El__jefe_ve_a_las_personas_trabajando_duro_y_cree_que_lo_están_haciendo_excelente.m4v","El  jefe ve a las personas trabajando duro y cree que lo están haciendo excelente.","example","creer"
"Cuatro.m4v","Cuatro","word","cuatro"
"Tres_y_uno.m4v","Tres y uno.","definition","cuatro"
"Mi_papá_me_regalo_cuatro_tiquetes_para_ir_a_cine._¡Ah¡_Voy_a__invitar_a_mis_amigos.m4v","Mi papá me regalo cuatro tiquetes para ir a cine. ¡Ah¡ Voy a  invitar a mis amigos.","example","cuatro"
"Cirugía.mp4","Cirugía","word","cirugia"
"Parte_de_la_medicina_que_se_encarga_de_curar_ciertas_enfermedades_por_medio_del_corte_o_extirpación_de_tejido.mp4","Parte de la medicina que se encarga de curar ciertas enfermedades por medio del corte o extirpación de tejido.","definition","cirugia"
"Una_persona_siguió_muy_enferma,_fue_a_una_cita_médica._Habló_con_el_médico,_el_médico_le_dijo_¡Uy,_está_grave!_debe_realizarse_una_cirugía.mp4","Una persona siguió muy enferma, fue a una cita médica. Habló con el médico, el médico le dijo: ¡Uy, está grave! debe realizarse una cirugía.","example","cirugia"
"Concierto.m4v","Concierto","word","concierto"
"Función_de_música_en_que_se_ejecutan_composiciones_sueltas.m4v","Función de música en que se ejecutan composiciones sueltas.","definition","concierto"
"Les_informo_a_un_grupo_de_estudiantes,_que_va_a_venir_un_cantante_famoso._Ya_pronto_llega_en_avión._Vamos_al_concierto,_que_estará_muy_concurrido,_para_disfrutar_la_presentación.m4v","Les informo a un grupo de estudiantes, que va a venir un cantante famoso. Ya pronto llega en avión. Vamos al concierto, que estará muy concurrido, para disfrutar la presentación.","example","concierto"
"Contento.m4v","Contento","word","contento"
"Que_siente_alegría,_felicidad_o_satisfacción_por_algo.m4v","Que siente alegría, felicidad o satisfacción por algo.","definition","contento"
"Estaba_en_la_casa,_de_pronto_golpearon_la_puerta_y_cuando_abrí_¡Qué_sorpresa¡_Era_mi_hermana_y_le_di_un_abrazo._Estaba_muy_contento_y_conversamos.m4v","Estaba en la casa, de pronto golpearon la puerta y cuando abrí ¡Qué sorpresa¡ Era mi hermana y le di un abrazo. Estaba muy contento y conversamos.","example","contento"
"Cinturón.mp4","Cinturón","word","cinturon"
"Prenda_de_vestir,_tira_de_cuero_u_otro_material_que_sujeta_y_ajusta_las_prendas_de_vestir_a_la_cintura.mp4","Prenda de vestir, tira de cuero u otro material que sujeta y ajusta las prendas de vestir a la cintura.","definition","cinturon"
"Una_persona_se_coloca_la_camisa_y_el_pantalón,_se_mira_al_espejo,_y_piensa_¡Ah_estoy_simple!_Me_falta_el_cinturón_y_se_lo_coloca._Se_mira_nuevamente_y_se_da_cuenta_que_queda_perfecto.mp4","Una persona se coloca la camisa y el pantalón, se mira al espejo, y piensa: ¡Ah estoy simple! Me falta el cinturón y se lo coloca. Se mira nuevamente y se da cuenta que queda perfecto.","example","cinturon"
"Cincuenta.m4v","Cincuenta","word","cincuenta"
"Cinco_veces_diez.m4v","Cinco veces diez.","definition","cincuenta"
"Hace_tiempo,_mis_abuelos_cuando_eran_jóvenes_se_casaron,_y_ahora_ya_llevan_juntos_cincuenta_años.m4v","Hace tiempo, mis abuelos cuando eran jóvenes se casaron, y ahora ya llevan juntos cincuenta años.","example","cincuenta"
"Camión.mp4","Camión","word","camion"
"Vehículo_automotor_acondicionado_para_transportar_mercancías_pesadas_o_voluminosas.mp4","Vehículo automotor acondicionado para transportar mercancías pesadas o voluminosas.","definition","camion"
"Ayer_el_conductor_del_camión_amablemente_se_bajó_y_subió_las_cuatro_motocicletas_al_camión_para_transportarlas_a_otro_lugar.mp4","Ayer el conductor del camión amablemente se bajó y subió las cuatro motocicletas al camión para transportarlas a otro lugar.","example","camion"
"De_pronto.m4v","De pronto","word","de-pronto"
"Expresa_la_posibilidad_de_que_algo_ocurra.m4v","Expresa la posibilidad de que algo ocurra.","definition","de-pronto"
"De_pronto,_el_próximo_viernes_voy_a_la_Sociedad_de_Sordos.m4v","De pronto, el próximo viernes voy a la Sociedad de Sordos.","example","de-pronto"
"Desordenado.m4v","Desordenado","word","desordenado"
"Persona_que_no_sabe_mantener_el_orden.m4v","Persona que no sabe mantener el orden.","definition","desordenado"
"El_mecánico_está_arreglando_los_carros_pero_es_muy_desordenado,_busca_el_destornillador_y_no_lo_encuentra._Se_le_perdió.m4v","El mecánico está arreglando los carros pero es muy desordenado, busca el destornillador y no lo encuentra. Se le perdió.","example","desordenado"
"Dieciséis.m4v","Dieciséis","word","dieciseis"
"Diez_y_seis.m4v","Diez y seis.","definition","dieciseis"
"Yo_voy_de_paseo_en_el_carro_y_necesito_llegar_al_pueblo._Hay_un_aviso_que_informa_que_faltan_dieciséis_kilómetros_para_llegar_¡Uy¡_Debo_seguir_manejando.m4v","Yo voy de paseo en el carro y necesito llegar al pueblo. Hay un aviso que informa que faltan dieciséis kilómetros para llegar ¡Uy¡ Debo seguir manejando.","example","dieciseis"
"Desocupado.m4v","Desocupado","word","desocupado"
"Persona_que_no_tiene_nada_que_hacer.m4v","Persona que no tiene nada que hacer.","definition","desocupado"
"Yo_trabaje_durante_todo_el_día,_cuando_terminé_me_fui_a_mi_casa._Allí_estaba_desocupado,_sin_nada_que_hacer.m4v","Yo trabaje durante todo el día, cuando terminé me fui a mi casa. Allí estaba desocupado, sin nada que hacer.","example","desocupado"
"Diez.m4v","Diez","word","diez"
"Nueve_y_uno.m4v","Nueve y uno.","definition","diez"
"Yo_revise_la_oficina_y_me_di_cuenta_que_faltaban_computadores._Yo_pensé_y_decidí_comprar_diez_computadores.m4v","Yo revise la oficina y me di cuenta que faltaban computadores. Yo pensé y decidí comprar diez computadores.","example","diez"
"Desmayarse.mp4","Desmayarse","word","309-2"
"Perder_el_conocimiento_o_el_sentido_momentáneamente.mp4","Perder el conocimiento o el sentido momentáneamente.","definition","309-2"
"Nosotros_no_nos_dimos_cuenta_cuando_ella_se_desmayó.mp4","Nosotros no nos dimos cuenta cuando ella se desmayó.","example","309-2"
"Droguería.m4v","Droguería","word","drogueria"
"Lugar_en_donde_se_venden_medicamentos.m4v","Lugar en donde se venden medicamentos.","definition","drogueria"
"Mi_amigo_estaba_muy_enfermo._Le_dije_¡Espere¡_Fui_a_la_droguería_compré_un_medicamento_y_se_lo_di.m4v","Mi amigo estaba muy enfermo. Le dije: ""¡Espere¡"" Fui a la droguería compré un medicamento y se lo di.","example","drogueria"
"Diecisiete.m4v","Diecisiete","word","diecisiete"
"Diez_y_siete.m4v","Diez y siete.","definition","diecisiete"
"La_fábrica_es_grande_y_entraron_diecisiete_empleados_nuevos.m4v","La fábrica es grande y entraron diecisiete empleados nuevos.","example","diecisiete"
"Ducha.mp4","Ducha","word","ducha"
"Aparato_que_produce_chorros_finos_de_agua_que_caen_sobre_el_cuerpo_para_limpiarlo.mp4","Aparato que produce chorros finos de agua que caen sobre el cuerpo para limpiarlo.","definition","ducha"
"En_la_playa_vi_muchas_duchas.mp4","En la playa vi muchas duchas.","example","ducha"
"Diablo.m4v","Diablo","word","diablo"
"Ser_sobrenatural_que_diversas_creencias_y_religiones_consideran_como_creador_y_representante_del_mal.m4v","Ser sobrenatural que diversas creencias y religiones consideran como creador y representante del mal.","definition","diablo"
"Un_hombre_pensó-_¿Cómo_describo_al_diablo_tiene_cuernos_grandes,_colmillos,_ojos_rojo_con_una_línea_vertical_en_el_centro,_cola_larga_y_puntuda,_pesuñas_en_sus_pies.-_Pensó-_hum,_voy_a_buscarlo-.m4v","Un hombre pensó- ¿Cómo describo al diablo? tiene cuernos grandes, colmillos, ojos rojo con una línea vertical en el centro, cola larga y puntuda, pesuñas en sus pies.- 
Pensó- hum, voy a buscarlo- 
De repente un hombre se le acercó y le dijo:- Yo soy el verdadero diablo- 
El hombre lo observó de arriba a abajo con mirada incrédula -usted no es el diablo, es una persona-","example","diablo"
"Destornillador.mp4","Destornillador","word","destornillador"
"Herramienta_que_sirve_para_dar_vueltas_a_un_tornillo_a_fin_de_quitarlo_o_ponerlo.mp4","Herramienta que sirve para dar vueltas a un tornillo a fin de quitarlo o ponerlo.","definition","destornillador"
"El_televisor_se_dañó,_y_como_mi_papá_quiere_arreglarlo,_tomo_un_destornillador_quitar_los_tornillos.mp4","El televisor se dañó, y como mi papá quiere arreglarlo, tomo un destornillador quitar los tornillos.","example","destornillador"
"Diciembre.m4v","Diciembre","word","diciembre"
"Duodécimo_y_último_mes_del_año.m4v","Duodécimo y último mes del año.","definition","diciembre"
"En_diciembre,_mi_familia_se_reúne_para_compartir,_pero_como_soy_la_única_persona_sorda_que_asiste,_no_me_puedo_comunicar._Entonces_prefiero_reunirme_con_los_sordos_para_compartir,_y_la_paso_feliz.m4v","En diciembre, mi familia se reúne para compartir, pero como soy la única persona sorda que asiste, no me puedo comunicar. Entonces prefiero reunirme con los sordos para compartir, y la paso feliz.","example","diciembre"
"Detrás.m4v","Detrás","word","detras"
"En_la_parte_posterior_de_algo.m4v","En la parte posterior de algo.","definition","detras"
"Detrás_de_la_casa_de_mi_amigo_hay_un_piscina.m4v","Detrás de la casa de mi amigo hay un piscina.","example","detras"
"Dudar.m4v","Dudar","word","dudar"
"No_estar_seguro_de_algo_o_de_alguien.m4v","No estar seguro de algo o de alguien.","definition","dudar"
"El_abogado_duda_si_debe_firmar_la_carta.m4v","El abogado duda si debe firmar la carta.","example","dudar"
"Deprimido.m4v","Deprimido","word","deprimido"
"Persona_que_siente_tristeza_o_melancolía,_no_tiene_interés_por_disfrutar_de_la_vida.m4v","Persona que siente tristeza o melancolía, no tiene interés por disfrutar de la vida","definition","deprimido"
"El_hombre_está_deprimido_porque_su_papá_murió.m4v","El hombre está deprimido porque su papá murió.","example","deprimido"
"Defender.m4v","Defender","word","defender"
"Proteger_a_alguien_o_algo_de_una_agresión_o_acusación.m4v","Proteger a alguien o algo de una agresión o acusación.","definition","defender"
"Hay_un_estudiante_que_es_humilde_y_otro_que_es_aprovechado_y_lo_molesta.__Al__ver_esto_los_otros_compañeros_del_grupo_defienden_al_niño_humilde.m4v","Hay un estudiante que es humilde y otro que es aprovechado y lo molesta.  Al  ver esto los otros compañeros del grupo defienden al niño humilde.","example","defender"
"Depender.m4v","Depender","word","depender"
"Estar_subordinado_o_condicionado_a_algo_o_a_alguien.m4v","Estar subordinado o condicionado a algo o a alguien.","definition","depender"
"La_persona_ciega_depende_del_perro_para_desplazarse.m4v","La persona ciega depende del perro para desplazarse.","example","depender"
"Desobediente.m4v","Desobediente","word","desobediente"
"Que_no_hace_lo_que_se_le_ordena.m4v","Que no hace lo que se le ordena.","definition","desobediente"
"En_el_colegio_hay_un_grupo_de_niños_muy_desobedientes._El_profesor_los_manda_a_entrar_a_clase,_pero_ellos_no_hacen_caso_y_siguen_jugando.m4v","En el colegio hay un grupo de niños muy desobedientes. El profesor los manda a entrar a clase, pero ellos no hacen caso y siguen jugando.","example","desobediente"
"Dos.m4v","Dos","word","dos"
"Uno_y_uno.m4v","Uno y uno.","definition","dos"
"Colombia_tiene_dos_mares,_uno_en_el_pacifico_y_uno_en_el_atlántico.m4v","Colombia tiene dos mares, uno en el pacifico y uno en el atlántico.","example","dos"
"Decidir.m4v","Decidir","word","decidir"
"Asumir_una_solución_frente_a_algo.m4v","Asumir una solución frente a algo.","definition","decidir"
"En_la_Universidad_hay_varios_programas._Yo_decidí_estudiar_para_ser_profesor.m4v","En la Universidad hay varios programas. Yo decidí estudiar para ser profesor.","example","decidir"
"Detergente.mp4","Detergente","word","detergente"
"Sustancia_o_producto_químico_que_limpia.mp4","Sustancia o producto químico que limpia.","definition","detergente"
"Cuando_el_niño_le_pidió_al_tendero_un_detergente,_éste_le_pregunta_si_del_grande_o_del_pequeño,_el_niño_le_dijo_que_del_pequeño,_así_que_se_lo_entregó.mp4","Cuando el niño le pidió al tendero un detergente, éste le pregunta si del grande o del pequeño, el niño le dijo que del pequeño, así que se lo entregó.","example","detergente"
"Dios.m4v","Dios","word","dios"
"Ser_supremo_y_sobrenatural_en_las_religiones_monoteístas.m4v","Ser supremo y sobrenatural en las religiones monoteístas.","definition","dios"
"Un_niño_dijo_-hum_voy_a_robar,_nadie_me_puede_observar-_un_hombre_le_toco_el_hombro_y_le_dijo_-_No,_Dios_puede_verlo-._El_niño_observo_al_hombre_con_cara_de_desconcierto_sin_saber_que_decir.m4v","Un niño dijo -hum voy a robar, nadie me puede observar- un hombre le toco el hombro y le dijo - No, Dios puede verlo-. El niño observo al hombre con cara de desconcierto sin saber que decir.","example","dios"
"Deporte.m4v","Deporte","word","deporte"
"Actividad_física_ejercida_como_recreación,_juego_ocompetencia.m4v","Actividad física ejercida como recreación, juego o
competencia.","definition","deporte"
"Yo_trabajo_mucho_durante_todo_el_día_y_esto_me_genera_estrés._Pienso_que_debo_ir_a_practicar_diferentes_deportes_para_quitarme_el_estrés_y_tranquilizarme.m4v","Yo trabajo mucho durante todo el día y esto me genera estrés. Pienso que debo ir a practicar diferentes deportes para quitarme el estrés y tranquilizarme.","example","deporte"
"Desvestirse.mp4","Desvestirse","word","desvestirse"
"Quitar_la_ropa_y_quedar_desnudo_o_quitar_la_ropa_y_quedarse_con_algo_puesto.mp4","Quitar la ropa y quedar desnudo o quitar la ropa y quedarse con algo puesto.","definition","desvestirse"
"El_niño_corrió_contento,_se_desvistió_y_se_lanzó_a_la_piscina_a_nadar.mp4","El niño corrió contento, se desvistió y se lanzó a la piscina a nadar.","example","desvestirse"
"Doler.mp4","Doler","word","doler"
"Sentir_afección_en_una_parte_del_cuerpo.mp4","Sentir afección en una parte del cuerpo.","definition","doler"
"Yo_camine_lejos_y_por_mucho_tiempo,_y_me_empezaron_a_doler_los_pies.mp4","Yo camine lejos y por mucho tiempo, y me empezaron a doler los pies.","example","doler"
"Discoteca.m4v","Discoteca","word","discoteca"
"Establecimiento_público_nocturno_donde_se_escucha_música,_se_baila_y_se_consumen_bebidas.m4v","Establecimiento público nocturno donde se escucha música, se baila y se consumen bebidas.","definition","discoteca"
"En_el_norte_de_Bogotá_hay_una_discoteca_excelente.m4v","En el norte de Bogotá hay una discoteca excelente.","example","discoteca"
"Doce.m4v","Doce","word","doce"
"Diez_y_dos.m4v","Diez y dos.","definition","doce"
"Yo_soy_responsable_de_chequear_la_asistencia_de_las_persona_a_la_reunión._Al_revisar_la_lista,_doce_personas_no_asistieron._No_sé_por_qué_no_asistieron.m4v","Yo soy responsable de chequear la asistencia de las persona a la reunión. Al revisar la lista, doce personas no asistieron. No sé por qué no asistieron.","example","doce"
"Desconcertado.m4v","Desconcertado","word","desconcertado"
"Persona_que_se_siente_turbada,_confundida_o_sorprendida.m4v","Persona que se siente turbada, confundida o sorprendida.","definition","desconcertado"
"Yo_le_dije_a_mi_esposa_que_me_iba_a_comprar_mercado,_pero_me_fui_a_conversar_con_mis_amigos._Mi_esposa_llego_alli_y_me_saludo._Yo__quede_desconcertado.m4v","Yo le dije a mi esposa que me iba a comprar mercado, pero me fui a conversar con mis amigos. Mi esposa llego alli y me saludo. Yo  quede desconcertado.","example","desconcertado"
"Día.m4v","Día","word","dia"
"Tiempo_que_tarda_la_tierra_en_dar_la_vuelta_sobre_su_propio_eje,_que_corresponde_a_veinticuatro_horas.m4v","Tiempo que tarda la tierra en dar la vuelta sobre su propio eje, que corresponde a veinticuatro horas.","definition","dia"
"Ahora,_no_puedo_ir_al_museo,_estoy_ocupado._Yo_pienso_que_puedo_ir_otro_día.m4v","Ahora, no puedo ir al museo, estoy ocupado. Yo pienso que puedo ir otro día.","example","dia"
"Dieciocho.m4v","Dieciocho","word","dieciocho"
"Diez_y_ocho.m4v","Diez y ocho.","definition","dieciocho"
"El_campesino_ordeña_la_vaca_y_repartió_el_balde_de_leche_en_dieciocho_recipientes_para_regalarla.m4v","El campesino ordeña la vaca y repartió el balde de leche en dieciocho recipientes para regalarla.","example","dieciocho"
"Dirección.m4v","Dirección","word","direccion"
"Conjunto_de_indicaciones_que_permiten_localizar_el_domicilio_de_una_persona.m4v","Conjunto de indicaciones que permiten localizar el domicilio de una persona","definition","direccion"
"Yo_iba_solo,_le_hice_la_parada_a_un_taxi_y_me_subí._Le_dije_al_conductor_Por_favor_me_lleva_a_esta_dirección_y_le_mostré_un_papel.__Él_vio_la_dirección_y_me_llevó_a_la_casa.m4v","Yo iba solo, le hice la parada a un taxi y me subí. Le dije al conductor: ""Por favor me lleva a esta dirección"" y le mostré un papel.  Él vio la dirección y me llevó a la casa.","example","direccion"
"Domingo.m4v","Domingo","word","domingo"
"Séptimo_día_de_la_semana.m4v","Séptimo día de la semana.","definition","domingo"
"El_domingo,_yo_descanso_todo_el_día._¡Qué_rico!.m4v","El domingo, yo descanso todo el día. ¡Qué rico!","example","domingo"
"Diecinueve.m4v","Diecinueve","word","diecinueve"
"Diez_y_nueve.m4v","Diez y nueve.","definition","diecinueve"
"Hace_tiempo,_mi_perro_era_pequeño_y_con_el_paso_del_tiempo_creció_y_pesa_diecinueve_kilogramos.m4v","Hace tiempo, mi perro era pequeño y con el paso del tiempo creció y pesa diecinueve kilogramos.","example","diecinueve"
"Escoba.mp4","Escoba","word","escoba"
"Conjunto_de_cerdas_flexibles_atadas_al_extremo_de_un_palo,_que_sirven_para_barrer.mp4","Conjunto de cerdas flexibles atadas al extremo de un palo, que sirven para barrer.","definition","escoba"
"Por_favor,_usa_la_escoba_nueva.mp4","Por favor, usa la escoba nueva.","example","escoba"
"Escalera.mp4","Escalera","word","escalera"
"Serie_de_escalones_que_comunican_niveles_de_diferente_altura.mp4","Serie de escalones que comunican niveles de diferente altura.","definition","escalera"
"Mi_mamá_le_dijo_al_hijo_que_la_escalera_estaba_húmeda,_que_esperara_y_tuviera_cuidado.mp4","Mi mamá le dijo al hijo que la escalera estaba húmeda, que esperara y tuviera cuidado.","example","escalera"
"Entender.m4v","Entender","word","entender"
"Tener_una_idea_clara_de_las_cosas,_comprenderlas.m4v","Tener una idea clara de las cosas, comprenderlas.","definition","entender"
"Una_mujer_me_explicó_cómo_manejar_el_computador_y__yo_lo_entendí.m4v","Una mujer me explicó cómo manejar el computador y  yo lo entendí.","example","entender"
"Extinguidor.mp4","Extinguidor","word","extinguidor"
"Aparato_para_apagar_incendios.mp4","Aparato para apagar incendios.","definition","extinguidor"
"Puesto_que_ellos_no_saben_utilizar_el_extinguidor,_yo_los_capacitaré_para_que_ellos_sepan_como_utilizar_el_extinguidor.mp4","Puesto que ellos no saben utilizar el extinguidor, yo los capacitaré para que ellos sepan como utilizar el extinguidor.","example","extinguidor"
"Esquina.m4v","Esquina","word","esquina"
